Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,Research Body,Proposal Title,Start Date,End Date,Funding
03/RP1/B344STAR05a,SFI STAR Award,,,Jochen Prehn,Royal College of Surgeons in Ireland (RCSI),Properties of neurons from genetically modified mice - towards understanding brain injury,06/01/2005,8/30/2005,-1377
03/RP1/B344STAR05b,SFI STAR Award,,,Jochen Prehn,Royal College of Surgeons in Ireland (RCSI),Modelling programmed cell death,06/01/2005,8/30/2005,7709
03/RP1/B344STAR05c,SFI STAR Award,,,Jochen Prehn,Royal College of Surgeons in Ireland (RCSI),Modelling programmed cell death,06/01/2005,8/30/2005,11274
00/PI.1/CO43STAR05a,SFI STAR Award,,,Michael Coey,Trinity College Dublin (TCD),Biological effects of magnetic fields,06/01/2005,8/30/2005,14303
00/PI.1/CO43STAR05b,SFI STAR Award,,,Michael Coey,Trinity College Dublin (TCD),Growth  and characterisation of magnetic semiconductors,06/01/2005,8/30/2005,13454
02/IN.1/I250STAR05,SFI STAR Award,,,Vinny Cahill,Trinity College Dublin (TCD),Sentient computing,06/01/2005,8/30/2005,11742
04/BRG/CO154STAR05,SFI STAR Award,,,Paul Evans,Trinity College Dublin (TCD),Synthesis of novel compounds for evaluation as ligands,06/01/2005,8/30/2005,12388
04/BR/B0496STAR05,SFI STAR Award,,,David Lloyd,Trinity College Dublin (TCD),computer modelling  for rational drug discovery,06/01/2005,8/30/2005,8594
02/IN.1/B192STAR05,SFI STAR Award,,,Andrew Bowie,Trinity College Dublin (TCD),How viruses avoid the immune system,06/01/2005,8/30/2005,10020
04/RP1/B482STAR05,SFI STAR Award,,,Mathias Senge,Trinity College Dublin (TCD),Synthesising and investigating the properties of porphyrins,06/01/2005,8/30/2005,11139
O3/IN3/B364STAR05,SFI STAR Award,,,Gregory Atkins,Trinity College Dublin (TCD),Developing a prototype MMR vaccine,06/01/2005,8/30/2005,12347
02/IN1/B93STAR05,SFI STAR Award,,,Timothy Mantle,Trinity College Dublin (TCD),Developing novel therapeutics for jaundice,06/01/2005,8/30/2005,14794
01/PI.2/BO24STAR05a,SFI STAR Award,,,Luke O'Neill,Trinity College Dublin (TCD),The immune system and leukaemia,06/01/2005,8/30/2005,9927
01/PI.2/BO24STAR05b,SFI STAR Award,,,Luke O'Neill,Trinity College Dublin (TCD),The immune system and leukaemia,06/01/2005,8/30/2005,11325
01/F1/CO13STAR05,SFI STAR Award,,,Guillaume Huyet,University College Cork (UCC),The importance of lasers & optics in  communications technologies,06/01/2005,8/30/2005,15000
02/IN.1/I229STAR05,SFI STAR Award,,,Stephen Fahy,University College Cork (UCC),Star Supplement,06/01/2005,8/30/2005,10436
01/PI.2/CO41STAR05,SFI STAR Award,,,Martyn Pemble,University College Cork (UCC),Development of opaline photonic materials,06/01/2005,8/30/2005,12661
00/PI.1/CO72STAR05,SFI STAR Award,,,Eoin O'Reilly,University College Cork (UCC),Physics and applications of semiconductor lasers and LEDs,06/01/2005,8/30/2005,14473
02/IN/1I92STAR05,SFI STAR Award,,,Jim Greer,University College Cork (UCC),Symmetry in the electronic structure of fullerenes,06/01/2005,8/30/2005,11094
02/IN.1/B1261STAR05,SFI STAR Award,,,Fergal O'Gara,University College Cork (UCC),Bacterial-host interactions in cystic fibrosis,06/01/2005,8/30/2005,15000
02/IN1/B198STAR05,SFI STAR Award,,,Douwe van Sinderen,University College Cork (UCC),Identification of specific genes in bacteria-infecting viruses,06/01/2005,8/30/2005,11573
02/IN1/B218STAR05,SFI STAR Award,,,Justin V McCarthy,University College Cork (UCC),Genetics of Alzheimers disease,06/01/2005,8/30/2005,3909
02/INI/B059STAR05,SFI STAR Award,,,Rosemary O'Connor,University College Cork (UCC),Cell imaging in cancer research,06/01/2005,8/30/2005,5284
02/IN.1/I99STAR05,SFI STAR Award,,,Gerard O'Sullivan,University College Dublin (UCD),Extreme ultra-violet light source development,06/01/2005,8/30/2005,6342
02/IN.1/B68 & Baugh SFI/IRCSET BRG04STAR05,SFI STAR Award,,,John Baugh,University College Dublin (UCD),Live cell imaging of lung cell transformation when deprived of oxygen,06/01/2005,8/30/2005,11439
02/IN.1/B232STAR05,SFI STAR Award,,,Geraldine Butler,University College Dublin (UCD),Examining genes involved in drug resistance of the yeast Candida,06/01/2005,8/30/2005,12316
O3/IN3/B376STAR05,SFI STAR Award,,,Robert O'Neill,University College Dublin (UCD),Developing biosensors for neurochemical analysis,06/01/2005,8/30/2005,11389
03/IN.2/B341STAR05a,SFI STAR Award,,,Bernard Allan,University College Dublin (UCD),Using reporter genes to evaluate insulin sensitising compounds,06/01/2005,8/30/2005,13120
03/IN.2/B341STAR05b,SFI STAR Award,,,Bernard Allan,University College Dublin (UCD),Examining genes involved in insulin sensitivity,06/01/2005,8/30/2005,15000
04/BRG/0581STAR05,SFI STAR Award,,,Carl Ng,University College Dublin (UCD),Quantifying specific enzymes in plants,06/01/2005,8/30/2005,11443
03/IN3/B403CSTAR05,SFI STAR Award,,,Ciaran Regan,University College Dublin (UCD),Web-based interactive tests to evaluate  memory-related brain activity,06/01/2005,8/30/2005,14984
02/IN1/B266STAR05a,SFI STAR Award,,,Martin Caffrey,University of Limerick (UL),Membrane protein production purification structural  and functional analysis,06/01/2005,8/30/2005,13491
02/IN1/B266STAR05b,SFI STAR Award,,,Martin Caffrey,University of Limerick (UL),Membrane protein production purification structural  and functional analysis,06/01/2005,8/30/2005,7402
02/IN.1/I236s3,SFI Principal Investigator Programme,,General Supplement,Werner Blau,Trinity College Dublin (TCD),General Supplement - Applications of Carbon Nanotubes in Electronic and Optoelectronic Devices,05/01/2005,10/23/2006,15121
04/IN3/B575,SFI Principal Investigator Programme,,,David Brayden,University College Dublin (UCD),Synthesis characterisation and oral delivery of novel PEGylated salmon calcitonin conjugates for treatment of osteoporosis,06/01/2005,05/11/2009,789255
05/PL/B731,SFI Centres for Science Engineering and Technology Programme,Planning,,Helen Colhoun,University College Dublin (UCD),CSET Diabetes Initiative,04/01/2005,12/27/2005,12021
04/RP1/I580,SFI Research Professorship Programme,,,William Harrison,Trinity College Dublin (TCD),SFI Research Professor of Software Engineering - Supporting Service-Oriented SoftwareDevelopment,08/01/2005,5/31/2011,1817713
04/RP1/B587,SFI Research Professorship Programme,,,Luke P Lee,Dublin City University (DCU),SFI Research Professorship - Programme in BioMEMS (Biomedical Micro-Electro-Mechanical Systems),07/01/2005,06/10/2009,710869
05/IN1/I656,SFI Principal Investigator Programme,,,Patrick McNally,Dublin City University (DCU),Strained Si Technology for Advanced Low Power CMOS Integrated Circuit Technology),05/01/2005,10/07/2009,929518
02/IN1/B059s1,SFI Principal Investigator Programme,,General Supplement,Rosemary O'Connor,University College Cork (UCC),Supplement to Characterization of new genes associated with cellular transformation and IGF-I Receptor function,04/01/2005,11/22/2006,105527
04/IN3/B614,SFI Principal Investigator Programme,,,Kay Ohlendieck,"National University of Ireland, Maynooth (NUIM)",Pathobiochemical role of excitation-contraction uncoupling in the age-related decline of skeletal muscle mass and strength using proteomic subproteomic and intraproteomic analysis,05/01/2005,10/07/2009,723192
05/RFP/ENG0016*,SFI Research Frontiers Programme,,,Joseph Connell,Munster Technological University (MTU),An automated drilling process for critical surgical procedures based on advanced digital acoustic analysis and motor control techniques so as to enhance procedure safety and reliability.,07/01/2005,6/26/2006,49463
05/RFP/PHY0049,SFI Research Frontiers Programme,,,Niall Smith,Munster Technological University (MTU),Probing the smallest-scale structures in quasar jets using high time resolution photometry,08/01/2005,7/16/2008,147373
05/RFP/BIM0065,SFI Research Frontiers Programme,,,Paul Cahill,Dublin City University (DCU),Notch dependent regulation of human vascular smooth muscle cell fate - the role of CBF-1/RBP-Jk dependent and independet signalling pathways in response to biomechanical activation.,08/01/2005,7/16/2008,167362
05/RFP/CHE0011,SFI Research Frontiers Programme,,,Brett Paull,Dublin City University (DCU),New controllable capacity materials for ion analysis,08/01/2005,7/16/2008,191022
05/RFP/CHE0085,SFI Research Frontiers Programme,,,Robert Forster,Dublin City University (DCU),Molecular Wired Nanojunctions : Room Temperature Single Electron Transistors,08/01/2005,7/16/2008,186838
05/RFP/CMS0002,SFI Research Frontiers Programme,,,Alistair Sutherland,Dublin City University (DCU),Recognition of Irish Sign Language from Real-time Video,08/01/2005,11/13/2008,194606
05/RFP/CMS0057,SFI Research Frontiers Programme,,,Paul Whelan,Dublin City University (DCU),Adaptive colour-texture discriminators for robust image segmentation,08/01/2005,7/16/2008,134625
05/RFP/EEB0003,SFI Research Frontiers Programme,,,Brian Kelleher,Dublin City University (DCU),The fate molecular transitions and influence on climate change of Terrestrial Organic Carbon in coastal sediments.,09/01/2005,02/12/2009,209340
05/RFP/ENG0040,SFI Research Frontiers Programme,,,Pascal Landais,Dublin City University (DCU),THz wave generation from passively mode-locked semiconductor laser,08/01/2005,01/12/2009,196068
05/RFP/ENG0009,SFI Research Frontiers Programme,,,Conor Brennan,Dublin City University (DCU),Efficient wide band analysis of electromagnetic and acoustic wave-scattering problems,08/01/2005,01/12/2009,185240
05/RFP/MAT0018,SFI Research Frontiers Programme,,,John Appleby,Dublin City University (DCU),Stochastic functional differential equations with long memory,08/01/2005,7/16/2008,109238
05/RFP/GEO0001,SFI Research Frontiers Programme,,,Alan Jones,Dublin Institute for Advanced Studies (DIAS),Towards understanding Archean tectonic processes through electromagnetic imaging,09/01/2005,02/12/2009,219500
05/RFP/PHY0041,SFI Research Frontiers Programme,,,Evert Meurs,Dublin Institute for Advanced Studies (DIAS),Gamma Ray Bursts and environmental conditions in the furthest galaxies ever,08/01/2005,11/13/2008,90970
05/RFP/BIC0022,SFI Research Frontiers Programme,,,Heinz Peter Nasheuer,"National University of Ireland, Galway (NUIG)",Cooperation of DNA Polymerase alpha-Primase and Replication Protein A to Initiate Eukaryotic DNA Replication,08/01/2005,01/12/2009,144983
05/RFP/CMS0001,SFI Research Frontiers Programme,,,Aaron Golden,"National University of Ireland, Galway (NUIG)",Decoding cis-regulatory Modules in Human DNA Using Artificial Intelligence Techniques,08/01/2005,01/12/2009,180926
05/RFP/EEB0067,SFI Research Frontiers Programme,,,Vincent O'Flaherty,"National University of Ireland, Galway (NUIG)",Distribution dynamics and ecophysiology of Crenarchaeota in anaerobic wastewater treatment biofilms,08/01/2005,7/16/2008,208139
05/RFP/ENG0004,SFI Research Frontiers Programme,,,Valerie Barron,"National University of Ireland, Galway (NUIG)",Tissue Engineered Cardiac Muscle: A Functional Biomaterials Approach,08/01/2005,7/16/2008,220820
05/RFP/Gen0008,SFI Research Frontiers Programme,,,Lucy Byrnes,"National University of Ireland, Galway (NUIG)",The role of IGF signals in the establishment and function of early signalling centres in the vertebrate embryo. new paragraphnew paragraph,08/01/2005,01/12/2009,213712
05/RFP/Gen0034,SFI Research Frontiers Programme,,,Ciaran Morrison,"National University of Ireland, Galway (NUIG)",Dynamics of DNA double-strand break repair and the role of the vertebrate cohesin complex at an inducible break,08/01/2005,7/16/2008,229184
05/RFP/Gen0044,SFI Research Frontiers Programme,,,Conor O'Byrne,"National University of Ireland, Galway (NUIG)",An investigation into the activation and composition of the B regulon in the human pathogen Listeria monocytogenes.,08/01/2005,7/16/2008,228839
05/RFP/GEO0002,SFI Research Frontiers Programme,,,Alan Ryder,"National University of Ireland, Galway (NUIG)",Time-resolved fluorescence spectroscopic analysis of petroleum oils and hydrocarbon bearing fluid inclusions.,08/01/2005,01/12/2009,225282
05/RFP/MAT0008,SFI Research Frontiers Programme,,,Dane Flannery,"National University of Ireland, Galway (NUIG)",Computing in linear groups,08/01/2005,7/16/2008,159492
05/RFP/MAT0027,SFI Research Frontiers Programme,,,Michael Tuite,"National University of Ireland, Galway (NUIG)",Vertex Operator Algebras on Genus Two Riemann Surfaces,08/01/2005,01/12/2009,197114
05/RFP/PHY0045,SFI Research Frontiers Programme,,,Michael Redfern,"National University of Ireland, Galway (NUIG)",Development of a photon counting high time resolution Stokes polarimeter for astronomical observation on future large telescopes and for optical science.,08/01/2005,11/13/2008,237771
05/RFP/BIC0015,SFI Research Frontiers Programme,,,Derek Doherty,"National University of Ireland, Maynooth (NUIM)",The role of CD1d-restricted natural killer T cells in dendritic cell maturation and differentiation,08/01/2005,10/14/2008,176697
05/RFP/CMS0042,SFI Research Frontiers Programme,,,John McDonald,"National University of Ireland, Maynooth (NUIM)",Development of a computational model for the description of the shape texture and dynamics of facial expression.,08/01/2005,01/12/2009,187185
05/RFP/EEB0009,SFI Research Frontiers Programme,,,Christine Griffin,"National University of Ireland, Maynooth (NUIM)",Evolution of competitive killing in parasitic nematodes,08/01/2005,12/13/2008,186072
05/RFP/EEB0026,SFI Research Frontiers Programme,,,James McInerney,"National University of Ireland, Maynooth (NUIM)",An investigation into the acquisition of surprising novelty in microbes:  comparison of the nucleotide substitution versus the gene acquisition paradigms.,08/01/2005,01/12/2009,191393
05/RFP/ENG0089,SFI Research Frontiers Programme,,,Tomas Ward,"National University of Ireland, Maynooth (NUIM)",Next Generation Noninvasive Optical Brain Computer Interface (BCI)new paragraph,08/01/2005,8/15/2008,203892
05/RFP/Gen0058*,SFI Research Frontiers Programme,,,Gary Jones,"National University of Ireland, Maynooth (NUIM)",A genetic approach to investigate the interaction between a protein disaggregase and a prion,06/01/2006,5/27/2007,87509
05/RFP/MAT0003,SFI Research Frontiers Programme,,,Anthony O'Farrell,"National University of Ireland, Maynooth (NUIM)",Time-reversal symmetries of dynamical systems a.k.a. compositions of two involutions.,08/01/2005,8/15/2008,219952
05/RFP/MAT0015,SFI Research Frontiers Programme,,,Henrietta Dickinson,"National University of Ireland, Maynooth (NUIM)",Diophantine approximation on manifolds,08/01/2005,9/14/2008,193366
05/RFP/MAT0019,SFI Research Frontiers Programme,,,John Murray,"National University of Ireland, Maynooth (NUIM)",Involutions in the representation theory of groups,08/01/2005,12/13/2008,103525
05/RFP/PHY0047,SFI Research Frontiers Programme,,,Neil Trappe,"National University of Ireland, Maynooth (NUIM)",Characterisation and verification of the optical system for theAtacama Large Millimeter Array Channel 9.,08/01/2005,7/16/2008,180646
05/RFP/BIC0003,SFI Research Frontiers Programme,,,Aideen Long,Trinity College Dublin (TCD),The molecular mechanisms of CD44-mediated T cell migration,08/01/2005,7/16/2008,189070
05/RFP/BIM0016,SFI Research Frontiers Programme,,,David Cotter,Royal College of Surgeons in Ireland (RCSI),The investigation of the catechol-O-methyltransferase mutant mouse following exposure to cannabis during adolescence; a model for a gene-environment interaction and increased vulnerability to schizophrenia.,08/01/2005,07/11/2009,203865
05/RFP/BIM0019,SFI Research Frontiers Programme,,,Dermot Cox,Royal College of Surgeons in Ireland (RCSI),Identification of markers of plaque rupture,08/01/2005,1/31/2009,215866
05/RFP/BIM0056,SFI Research Frontiers Programme,,,Markus Rehm,Royal College of Surgeons in Ireland (RCSI),Inhibitor-of-Apoptosis-Proteins in cancer therapy and tumor progression: A molecular analysis,08/01/2005,11/13/2008,216275
05/RFP/CHE0063,SFI Research Frontiers Programme,,,Marc Devocelle,Royal College of Surgeons in Ireland (RCSI),Antibacterial peptide prodrugs to combat bacterial resistance to beta-lactam antibiotics,08/01/2005,7/16/2008,140382
